0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s
2.115e-06,1.539e-06,3.087e-06,2.113e-06
2.067e-06,1.638e-06,2.51e-06,2.075e-06
2.063e-06,1.582e-06,2.882e-06,2.015e-06
2.144e-06,1.426e-06,3.768e-06,2.073e-06
2.188e-06,1.643e-06,3.027e-06,2.133e-06
2.115e-06,1.543e-06,3.276e-06,2.009e-06
2e-06,1.635e-06,2.512e-06,2.036e-06
2.081e-06,1.491e-06,3.943e-06,1.946e-06
2.097e-06,1.421e-06,3.053e-06,2.064e-06
2.136e-06,1.759e-06,2.629e-06,2.093e-06
1.961e-06,1.286e-06,2.405e-06,1.936e-06
2.068e-06,1.612e-06,3.032e-06,2.078e-06
1.932e-06,1.605e-06,2.429e-06,1.94e-06
2.124e-06,1.562e-06,2.581e-06,2.105e-06
2.109e-06,1.665e-06,2.704e-06,2.073e-06
2.154e-06,1.383e-06,3.884e-06,2.149e-06
2.081e-06,1.618e-06,2.605e-06,2.031e-06
2.04e-06,1.635e-06,2.455e-06,2.051e-06
1.953e-06,1.642e-06,2.408e-06,1.887e-06
2.15e-06,1.578e-06,3.801e-06,2.021e-06
2.21e-06,5.66e-07,4.641e-06,2.035e-06
2.008e-06,1.669e-06,2.668e-06,1.938e-06
1.986e-06,1.262e-06,2.56e-06,2.068e-06
2.068e-06,1.378e-06,3.306e-06,2.088e-06
2.011e-06,1.592e-06,2.439e-06,2e-06
2.067e-06,1.674e-06,2.798e-06,1.973e-06
2.023e-06,1.679e-06,2.822e-06,1.96e-06
2.083e-06,1.408e-06,3.037e-06,2.074e-06
2.052e-06,1.248e-06,2.695e-06,2.014e-06
1.984e-06,1.641e-06,2.508e-06,1.944e-06
1.968e-06,1.391e-06,2.977e-06,1.895e-06
2.067e-06,1.412e-06,3.066e-06,2.065e-06
2.019e-06,1.366e-06,2.605e-06,2.015e-06
2.209e-06,1.704e-06,6.009e-06,2.035e-06
2.02e-06,1.634e-06,3.09e-06,1.875e-06
2.067e-06,1.459e-06,3.112e-06,2e-06
2.059e-06,1.501e-06,3.707e-06,1.944e-06
2.061e-06,1.039e-06,3.629e-06,2.066e-06
1.974e-06,1.731e-06,2.448e-06,1.89e-06
2.026e-06,1.405e-06,3.216e-06,1.997e-06
1.99e-06,1.591e-06,2.534e-06,1.959e-06
1.989e-06,1.517e-06,2.468e-06,1.954e-06
2.132e-06,1.452e-06,5.278e-06,1.96e-06
2.122e-06,1.607e-06,3.39e-06,2.072e-06
2.043e-06,1.645e-06,2.744e-06,1.943e-06
2.139e-06,1.775e-06,2.655e-06,2.081e-06
2.115e-06,1.705e-06,3.034e-06,2.071e-06
2.163e-06,1.265e-06,3.045e-06,2.161e-06
2.112e-06,1.436e-06,2.668e-06,2.092e-06
2.111e-06,1.421e-06,2.933e-06,2.089e-06
2.18e-06,1.7e-06,4.638e-06,2.05e-06
2.066e-06,1.097e-06,3.367e-06,2.101e-06
2.077e-06,1.682e-06,2.979e-06,1.962e-06
2.107e-06,6.53e-07,3.991e-06,2.043e-06
2.078e-06,1.627e-06,2.98e-06,1.914e-06
2.138e-06,1.159e-06,3.261e-06,2.029e-06
2.069e-06,1.511e-06,2.687e-06,2.083e-06
2.137e-06,1.632e-06,2.671e-06,2.091e-06
